rams_presto_usage_temp.put_filedate,rams_presto_usage_temp.put_line_number,rams_presto_usage_temp.put_farecard,rams_presto_usage_temp.put_servdate,rams_presto_usage_temp.put_trans_date,rams_presto_usage_temp.put_trans_time,rams_presto_usage_temp.put_dtype,rams_presto_usage_temp.put_device,rams_presto_usage_temp.put_presto_loc,rams_presto_usage_temp.put_location,rams_presto_usage_temp.put_ttime,rams_presto_usage_temp.put_ride_count,rams_presto_usage_temp.put_loyalty,rams_presto_usage_temp.put_deducted_fare,rams_presto_usage_temp.put_xfer_credit,rams_presto_usage_temp.put_xfer_company,rams_presto_usage_temp.put_underpayment,rams_presto_usage_temp.put_vehicle_id,rams_presto_usage_temp.put_tripnumber,rams_presto_usage_temp.put_uniclass,rams_presto_usage_temp.put_go_trip,rams_presto_usage_temp.put_trans_id,rams_presto_usage_temp.put_route_no,rams_presto_usage_temp.put_epurse_bal_old,rams_presto_usage_temp.put_epurse_bal_new,rams_presto_usage_temp.put_card_tsn,rams_presto_usage_temp.put_dev_tsn,rams_presto_usage_temp.put_logical,rams_presto_usage_temp.put_xfer_device,rams_presto_usage_temp.put_xfer_regulation
20170104,824,3819443,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,13:03:00,FTP,130010,55,021,13:03:00,1,0,5.30000019073,0,1,11.8999996185,0,0,0,NULL,2930431456,NULL,41.6100006104,36.3100013733,843,492,FTP_00480,132F3A,0
20170104,851,3816312,2017-01-02 00:00:00.0,2017-01-02 00:00:00.0,07:17:00,FTP,1300D9,52,062,07:17:00,1,0,5.30000019073,0,0,4.5,0,0,0,NULL,2930621850,NULL,39.4199981689,34.1199989319,180,229,FTP_00236,NULL,0
20170104,931,3752788,2017-01-02 00:00:00.0,2017-01-02 00:00:00.0,11:32:00,DCS,1122525,3581,33,11:32:00,1,0,5.30000019073,0,0,3.84999990463,572,2792147,0,31372-5,2930691263,31,56.9399986267,51.6399993896,1782,4039,DCS_01599,NULL,0
20170104,1108,3821216,2017-01-02 00:00:00.0,2017-01-02 00:00:00.0,14:02:00,FTP,132F23,4,151,14:02:00,1,0,5.30000019073,0,0,5.40000009537,0,0,0,NULL,2930687976,NULL,47.0400009155,41.7400016785,255,2691,FTP_1074,NULL,0
20170104,1206,3816020,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,08:04:00,FTP,133054,15,114,08:04:00,1,0,5.30000019073,0,0,3.45000004768,0,0,0,NULL,2929574076,NULL,49.6699981689,44.3699989319,1953,2980,FTP_10294,NULL,0
20170104,1247,3717778,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,16:11:00,FTP,1329A6,51,614,16:11:00,1,0,5.30000019073,0,0,6.80000019073,0,0,0,NULL,2929810697,NULL,12.6999998093,7.40000009537,985,1500,FTP_10729,NULL,0
20170104,1253,3553257,2016-12-31 00:00:00.0,2016-12-31 00:00:00.0,18:19:00,FTP,130090,43,131,18:19:00,1,0,5.30000019073,0,0,3.34999990463,0,0,4,NULL,2930341244,NULL,11.2299995422,5.92999982834,1012,2267,FTP_1126,NULL,0
20170104,1269,3553257,2016-12-31 00:00:00.0,2016-12-31 00:00:00.0,18:23:00,FTP,130002,43,131,18:23:00,1,0,5.30000019073,0,0,3.34999990463,0,0,4,NULL,2930276347,NULL,41.2299995422,35.9300003052,1015,3785,FTP_1127,NULL,0
20170104,1275,3717052,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,19:11:00,FTP,132A8A,22,022,19:11:00,1,0,5.30000019073,0,0,6.80000019073,0,0,0,NULL,2930565789,NULL,103.88999939,98.5899963379,754,3516,FTP_1104,NULL,0
20170104,1407,3738499,2016-12-31 00:00:00.0,2016-12-31 00:00:00.0,19:17:00,FTP,1329E9,43,131,19:17:00,1,0,5.30000019073,0,0,3.34999990463,0,0,0,NULL,2930340119,NULL,48.3899993896,43.0900001526,94,2436,FTP_1124,NULL,0
20170104,1483,3828840,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,15:58:00,DCS,1116710,511,31,15:58:00,1,0,5.30000019073,0,0,1.85000002384,606,2782933,0,40470-2,2929877029,40,21.3400001526,16.0400009155,217,415,DCS_01664,NULL,0
20170104,1491,3753155,2016-12-31 00:00:00.0,2016-12-31 00:00:00.0,18:57:00,DCS,1117825,3031,16,18:57:00,1,0,5.30000019073,0,4,6.59999990463,477,2783347,0,47760-4,2930299997,47,23.1900005341,17.8899993896,1401,1888,DCS_02676,1306773,0
20170104,1609,3821030,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,08:56:00,DCS,1116776,329,22,08:56:00,1,0,5.30000019073,0,0,2.75,482,2791829,0,27240-5,2930457094,27,32.1500015259,26.8500003815,476,1909,DCS_02664,NULL,0
20170104,1610,3821030,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,09:46:00,DCS,1116776,2770,05,09:46:00,1,0,5.30000019073,0,0,0.0,482,2791829,0,27240-5,2930454195,27,44.0999984741,38.7999992371,479,1916,DCS_02664,NULL,0
20170104,1664,3750127,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,13:13:00,FTP,132FF4,28,032,13:13:00,1,0,5.55000019073,0,0,4.40000009537,0,0,0,NULL,2929682882,NULL,47.9500007629,42.4000015259,1390,422,FTP_10323,NULL,0
20170104,1677,3826660,2016-12-31 00:00:00.0,2016-12-31 00:00:00.0,17:58:00,FTP,13309A,14,121,17:58:00,1,0,5.30000019073,0,0,4.34999990463,0,0,0,NULL,2930271581,NULL,71.1100006104,65.8099975586,86,1521,FTP_1093,NULL,0
20170104,1712,3817184,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,18:17:00,DCS,1116839,332,209,18:17:00,1,0,5.30000019073,0,0,1.45000004768,455,2781422,0,21700-2,2930049354,21,27.0499992371,21.75,250,3219,DCS_01125,NULL,0
20170104,1730,3813441,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,19:31:00,FTP,133176,22,022,19:31:00,1,0,5.30000019073,0,0,6.80000019073,0,0,0,NULL,2930573555,NULL,101.120002747,95.8199996948,119,3856,FTP_00541,NULL,0
20170104,1853,3814803,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,14:24:00,DCS,1117713,380,17,14:24:00,1,0,5.30000019073,0,1,0.0,504,2790655,0,18371-5,2930459490,18,9.90999984741,4.61000013351,154,3912,DCS_01193,1329B8,0
20170104,1923,3829110,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,12:35:00,FTP,130052,55,021,12:35:00,1,0,5.30000019073,0,0,11.8999996185,0,0,0,NULL,2930432884,NULL,8.89999961853,3.59999990463,61,3884,FTP_00479,NULL,0
20170104,1995,3824765,2016-12-31 00:00:00.0,2016-12-31 00:00:00.0,14:27:00,FTP,13309A,14,121,14:27:00,1,0,5.30000019073,0,0,4.34999990463,0,0,0,NULL,2930216090,NULL,23.8999996185,18.6000003815,968,1429,FTP_1093,NULL,0
20170104,2148,3828716,2017-01-02 00:00:00.0,2017-01-02 00:00:00.0,07:06:00,DCS,1117475,229,19,07:06:00,1,0,5.30000019073,0,0,7.19999980927,545,2793245,4,47121-5,2930691449,47,49.3300018311,44.0299987793,225,896,DCS_01428,NULL,0
20170104,2245,3827115,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,07:30:00,FTP,130096,29,601,07:30:00,1,0,5.30000019073,0,0,1.85000002384,0,0,0,NULL,2929519610,NULL,103.080001831,97.7799987793,768,3670,FTP_00058,NULL,0
20170104,2270,3829137,2017-01-02 00:00:00.0,2017-01-02 00:00:00.0,11:39:00,FTP,130063,46,941,11:39:00,1,0,5.30000019073,0,0,5.55000019073,0,0,0,NULL,2930660234,NULL,109.220001221,103.919998169,1559,1492,FTP_10664,NULL,0
20170104,2338,3738830,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,11:38:00,FTP,13000B,43,131,11:38:00,1,0,5.30000019073,0,0,3.34999990463,0,0,0,NULL,2930415708,NULL,32.7000007629,27.3999996185,121,2192,FTP_1018,NULL,0
20170104,2359,3813991,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,19:09:00,FTP,132FD7,55,021,19:09:00,1,0,5.30000019073,0,0,11.8999996185,0,0,0,NULL,2929861149,NULL,19.5,14.1999998093,170,3328,FTP_00474,NULL,0
20170104,2360,3813991,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,13:11:00,FTP,133175,22,022,13:11:00,1,0,5.30000019073,0,0,6.80000019073,0,0,0,NULL,2930436988,NULL,19.3999996185,14.1000003815,174,21,FTP_00536,NULL,0
20170104,2385,3813991,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,18:12:00,FTP,132FA8,4,151,18:12:00,1,0,5.30000019073,0,0,5.40000009537,0,0,0,NULL,2929868448,NULL,10.1999998093,4.90000009537,167,1799,FTP_1068,NULL,0
20170104,2460,3820245,2017-01-02 00:00:00.0,2017-01-02 00:00:00.0,19:32:00,DCS,1117035,332,209,19:32:00,1,0,5.30000019073,0,0,9.85000038147,962,2791742,4,25723-5,2930800755,25,19.7800006866,14.4799995422,472,1430,DCS_01546,NULL,0
20170104,2509,3820221,2017-01-02 00:00:00.0,2017-01-02 00:00:00.0,19:52:00,DCS,1117663,252,02,19:52:00,1,0,5.30000019073,0,0,3.90000009537,529,2791441,3,21731-5,2930802329,21,15.4799995422,10.1800003052,119,973,DCS_01257,NULL,0
20170104,2512,3739789,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,18:29:00,FTP,130069,22,022,18:29:00,1,0,5.30000019073,0,0,6.80000019073,0,0,0,NULL,2930498552,NULL,89.7699966431,84.4700012207,56,2852,FTP_01105,NULL,0
20170104,2537,3830841,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,17:26:00,FTP,1329DB,22,022,17:26:00,1,0,5.30000019073,0,0,6.80000019073,0,0,0,NULL,2930474974,NULL,74.9300003052,69.6299972534,45,1722,FTP_1103,NULL,0
20170104,2608,3825265,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,07:11:00,FTP,132F0E,58,931,07:11:00,1,0,5.30000019073,0,0,4.84999990463,0,0,0,NULL,2929518696,NULL,53.2799987793,47.9799995422,870,3914,FTP_00273,NULL,0
20170104,2698,3830462,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,21:33:00,FTP,1329A9,19,063,21:33:00,1,0,5.30000019073,0,1,4.44999980927,0,0,4,NULL,2929941399,NULL,32.0699996948,26.7700004578,49,3808,FTP_10616,1116812,0
20170104,2724,3756278,2016-12-29 00:00:00.0,2016-12-29 00:00:00.0,15:21:00,DCS,1117475,254,32,15:21:00,1,0,5.30000019073,0,0,6.90000009537,545,2783263,0,47481-2,2929427744,47,46.3100013733,41.0099983215,271,494,DCS_01428,NULL,0
20170104,3027,3812915,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,17:40:00,FTP,132993,16,061,17:40:00,1,0,5.30000019073,0,0,4.5,0,0,0,NULL,2930479477,NULL,23.4599990845,18.1599998474,231,3577,FTP_10603,NULL,0
20170104,3051,3830830,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,13:52:00,DCS,1116999,341,18,13:52:00,1,0,5.30000019073,0,0,6.80000019073,546,2780397,0,16580-2,2929927777,16,12.9899997711,7.69000005722,134,1552,DCS_01429,NULL,0
20170104,3192,3828045,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,20:19:00,FTP,132968,7,023,20:19:00,1,0,5.30000019073,0,0,11.8999996185,0,0,0,NULL,2930028999,NULL,38.7900009155,33.4900016785,859,2456,FTP_00356,NULL,0
20170104,3213,3828368,2016-12-29 00:00:00.0,2016-12-29 00:00:00.0,14:52:00,DCS,1117106,341,18,14:52:00,1,0,5.30000019073,0,0,7.19999980927,600,2783287,0,47580-2,2929408746,47,5.53999996185,0.239999994636,55,3919,DCS_01658,NULL,0
20170104,3214,3828368,2016-12-29 00:00:00.0,2016-12-29 00:00:00.0,15:49:00,DCS,1117106,3408,20,15:49:00,1,0,5.30000019073,0,0,2.54999995232,600,2783287,0,47580-2,2929414862,47,13.0399999619,7.73999977112,58,3933,DCS_01658,NULL,0
20170104,3341,3824980,2016-12-29 00:00:00.0,2016-12-29 00:00:00.0,22:59:00,FTP,132991,55,021,22:59:00,1,0,5.30000019073,0,0,11.8999996185,0,0,0,NULL,2929401241,NULL,18.0900001526,12.7899999619,1088,3308,FTP_1153,NULL,0
20170104,3422,3754210,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,15:15:00,FTP,132FAC,21,042,15:15:00,1,7,5.30000019073,0,1,10.5,0,0,0,NULL,2929740040,NULL,145.460006714,140.160003662,867,2806,FTP_10251,132F82,0
20170104,3555,3720903,2016-12-31 00:00:00.0,2016-12-31 00:00:00.0,15:03:00,FTP,133050,55,021,15:03:00,1,0,5.30000019073,0,1,11.8999996185,0,0,0,NULL,2930221308,NULL,39.1199989319,33.8199996948,429,2320,FTP_00326,1117061,0
20170104,3560,3832518,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,15:02:00,FTP,1330C8,22,022,15:02:00,1,0,5.30000019073,0,1,6.80000019073,0,0,0,NULL,2930457129,NULL,76.25,70.9499969482,190,1910,FTP_1101,13302E,0
20170104,3738,3828136,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,21:53:00,DCS,1117751,252,02,21:53:00,1,0,5.30000019073,0,0,6.80000019073,714,2790503,0,16881-5,2930557547,16,23.1900005341,17.8899993896,221,2490,DCS_01880,NULL,0
20170104,3739,3828136,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,14:55:00,DCS,1116938,341,18,14:55:00,1,0,5.30000019073,0,0,6.80000019073,722,2790408,0,16620-5,2930559139,16,21.2900009155,15.9899997711,215,2406,DCS_01920,NULL,0
20170104,3794,3816917,2017-01-02 00:00:00.0,2017-01-02 00:00:00.0,06:28:00,DCS,1117663,381,12,06:28:00,1,0,5.30000019073,0,0,2.59999990463,529,2790605,0,18090-5,2930662673,18,25.1000003815,19.7999992371,201,658,DCS_01257,NULL,0
20170104,3896,3826617,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,20:58:00,FTP,1329D4,48,111,20:58:00,1,0,5.30000019073,0,0,5.15000009537,0,0,0,NULL,2929985801,NULL,33.2799987793,27.9799995422,511,730,FTP_1133,NULL,0
20170104,3900,3829201,2016-12-31 00:00:00.0,2016-12-31 00:00:00.0,14:30:00,FTP,132991,55,021,14:30:00,1,0,5.30000019073,0,0,11.8999996185,0,0,0,NULL,2930215629,NULL,25.1000003815,19.7999992371,734,1599,FTP_1153,NULL,0
20170104,3970,3827739,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,14:09:00,DCS,1122524,213,05,14:09:00,1,0,5.30000019073,0,0,1.10000002384,570,2792559,0,34441-5,2930571498,34,10.8299999237,5.53000020981,247,1018,DCS_01598,NULL,0
20170104,4114,3756789,2017-01-01 00:00:00.0,2017-01-01 00:00:00.0,14:17:00,FTP,133176,22,022,14:17:00,1,0,5.30000019073,0,0,6.80000019073,0,0,0,NULL,2930450387,NULL,12.3199996948,7.01999998093,752,3678,FTP_00541,NULL,0
20170104,4243,3817436,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,09:16:00,DCS,1116710,252,02,09:16:00,1,0,5.30000019073,0,1,1.45000004768,606,2781115,0,21251-2,2929736979,21,42.2799987793,36.9799995422,1222,277,DCS_01664,13010D,0
20170104,4324,3835066,2017-01-02 00:00:00.0,2017-01-02 00:00:00.0,11:57:00,FTP,13313E,12,161,11:57:00,1,0,5.30000019073,0,0,5.59999990463,0,0,0,NULL,2930661770,NULL,104.800003052,99.5,101,1448,FTP_00012,NULL,0
