rams_presto_usage.rpu_filedate,rams_presto_usage.rpu_line_number,rams_presto_usage.rpu_servdate,rams_presto_usage.rpu_trans_date,rams_presto_usage.rpu_farecard,rams_presto_usage.rpu_status,rams_presto_usage.rpu_usage_type,rams_presto_usage.rpu_or_dtype,rams_presto_usage.rpu_or_device,rams_presto_usage.rpu_or_presto_loc,rams_presto_usage.rpu_or_location,rams_presto_usage.rpu_or_ttime,rams_presto_usage.rpu_de_dtype,rams_presto_usage.rpu_de_device,rams_presto_usage.rpu_de_presto_loc,rams_presto_usage.rpu_de_location,rams_presto_usage.rpu_de_ttime,rams_presto_usage.rpu_ride_count,rams_presto_usage.rpu_loyalty,rams_presto_usage.rpu_deducted_fare,rams_presto_usage.rpu_xfer_credit,rams_presto_usage.rpu_xfer_company,rams_presto_usage.rpu_cashfare,rams_presto_usage.rpu_vehicle_id,rams_presto_usage.rpu_tripnumber,rams_presto_usage.rpu_uniclass,rams_presto_usage.rpu_go_trip,rams_presto_usage.rpu_or_trans_id,rams_presto_usage.rpu_de_trans_id,rams_presto_usage.rpu_route_no,rams_presto_usage.rpu_epurse_bal_old,rams_presto_usage.rpu_epurse_bal_new,rams_presto_usage.rpu_or_card_tsn,rams_presto_usage.rpu_de_card_tsn,rams_presto_usage.rpu_or_dev_tsn,rams_presto_usage.rpu_de_dev_tsn,rams_presto_usage.rpu_underpayment,rams_presto_usage.rpu_or_logical,rams_presto_usage.rpu_de_logical,rams_presto_usage.rpu_xfer_device,rams_presto_usage.rpu_xfer_regulation
20170101,68,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,337843,0,C,DCS,1117403,252,02,22:55:00,DCS,1117403,2952,32,23:46:00,1,0,6.94000005722,0,0,8.5,460,2782305,4,31875-2,2930091055,2930095413,31,14.8000001907,7.86000013351,537,538,2082,2102,0,DCS_01130,DCS_01130,NULL,0
20170101,302,2016-12-26 00:00:00.0,2016-12-26 00:00:00.0,3963811,0,C,DCS,1116956,380,17,20:54:00,DCS,1116956,341,18,21:11:00,1,0,0.0,5,1,5.30000019073,444,2780768,0,18841-2,2930113183,2930118285,18,21.1399993896,21.1399993896,151,152,1426,1430,0,DCS_03014,DCS_03014,NULL,0
20170101,397,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4665913,0,C,DCS,1116866,252,02,20:17:00,DCS,1116866,4011,11,20:41:00,1,5,0.0,0,0,6.75,492,2781461,4,21751-2,2930116003,2930117150,21,112.730003357,112.730003357,276,277,385,401,0,DCS_01152,DCS_01152,NULL,0
20170101,715,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,3805864,0,C,DCS,1117483,2613,35,20:34:00,DCS,1117483,4033,33,20:49:00,1,4,0.810000002384,0,0,6.5,566,2782263,0,31780-2,2930047205,2930034474,31,129.869995117,129.059997559,3044,3045,2743,2745,0,DCS_01595,DCS_01595,NULL,0
20170101,718,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,505029,0,C,DCS,1117117,421,33,16:19:00,DCS,1117117,549,43,17:35:00,1,0,4.90999984741,2,6,8.0,435,2782829,0,37451-2,2930088982,2930094487,37,39.3600006104,34.4500007629,1750,1751,1575,1603,0,DCS_03005,DCS_03005,1307052,0
20170101,737,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4789003,0,C,DCS,1122532,333,20,15:50:00,DCS,1122532,341,18,16:59:00,1,0,7.07999992371,2,6,10.4499998093,571,2783263,0,47481-2,2930092372,2930094783,47,16.3700008392,9.28999996185,616,617,3205,3216,0,DCS_01632,DCS_01632,1307439,0
20170101,738,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4369177,0,C,DCS,1116677,329,22,18:53:00,DCS,1116677,394,24,19:07:00,1,5,-2.20000004768,2,6,6.34999990463,391,2781862,0,27651-2,2930020340,2930021506,27,85.2799987793,87.4800033569,1606,1607,2655,2661,0,DCS_02961,DCS_02961,1307560,0
20170101,754,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,270415,0,C,DCS,1116860,387,11,20:15:00,DCS,1116860,252,02,20:34:00,1,5,-1.37999999523,2,6,6.75,555,2781467,0,21760-2,2930115157,2930118099,21,39.1300010681,40.5099983215,1371,1372,3092,3095,0,DCS_01587,DCS_01587,1306911,0
20170101,771,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4885905,0,C,DCS,1117085,201,64,21:26:00,DCS,1117085,4065,65,21:48:00,1,0,4.71000003815,0,0,5.30000019073,403,2784140,0,68761-2,2930154415,2930160508,68,30.3799991608,25.6700000763,50,51,2635,2637,0,DCS_02973,DCS_02973,NULL,0
20170101,780,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4840079,0,C,DCS,1117061,333,20,18:41:00,DCS,1117061,339,16,19:20:00,1,7,-2.04999995232,2,6,8.94999980927,379,2783309,4,47661-2,2930091253,2930087020,47,65.1800003052,67.2300033569,189,190,1020,1026,0,DCS_02949,DCS_02949,1307418,0
20170101,797,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4928814,0,C,DCS,1117075,332,209,17:16:00,DCS,1117075,2768,05,18:09:00,1,0,4.76999998093,2,6,7.84999990463,393,2780998,0,19630-2,2930054868,2930095700,19,323.420013428,318.649993896,75,76,1697,1714,0,DCS_02963,DCS_02963,1307296,0
20170101,888,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,2450436,0,C,FTP,130052,55,021,19:49:00,FTP,1329D1,2,921,20:56:00,1,0,7.42000007629,0,0,9.10000038147,0,0,4,NULL,2929878848,2930027244,NULL,34.3499984741,26.9300003052,2054,2055,3406,1848,0,FTP_00479,FTP_10649,NULL,0
20170101,951,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,3919761,0,C,DCS,1116860,332,209,22:46:00,DCS,1116860,252,02,23:31:00,1,0,6.0,0,0,6.75,555,2781530,0,21870-2,2930116760,2930120787,21,58.8400001526,52.8400001526,1075,1076,3153,3163,0,DCS_01587,DCS_01587,NULL,0
20170101,1050,2016-12-30 00:00:00.0,2016-12-31 00:00:00.0,3122375,0,1,NULL,NULL,252,02,NULL,DCS,1117026,4033,33,00:39:00,1,0,2.82999992371,0,0,9.14999961853,344,2782313,0,31901-2,NULL,2930090420,31,NULL,25.3600006104,NULL,113,NULL,3919,0,NULL,DCS_02914,NULL,0
20170101,1157,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,3122309,0,C,DCS,1117058,329,22,20:08:00,DCS,1117058,2768,05,20:34:00,1,0,7.15000009537,0,0,8.05000019073,440,2781876,0,27740-2,2930121056,2930118895,27,18.7800006866,11.6300001144,2381,2382,877,886,0,DCS_03010,DCS_03010,NULL,0
20170101,1186,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,2525122,0,C,DCS,1116810,511,31,17:19:00,DCS,1116810,550,60,17:46:00,1,5,0.860000014305,0,0,7.15000009537,593,2782944,0,40560-4,2930057150,2930096356,40,67.7799987793,66.9199981689,1836,1837,3960,3978,0,DCS_01651,DCS_01651,NULL,0
20170101,1253,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4211955,0,C,FTP,130012,55,021,21:40:00,FTP,132F28,4,151,22:36:00,1,0,9.5,0,0,10.6999998093,0,0,0,NULL,2929922836,2930049186,NULL,70.9400024414,61.4399986267,569,570,3442,697,0,FTP_00482,FTP_1066,NULL,0
20170101,1412,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,2143359,0,C,DCS,1116675,213,05,17:08:00,DCS,1116675,219,05,17:16:00,1,4,0.409999996424,0,0,5.30000019073,505,2782540,0,34601-2,2930058681,2930089442,34,63.2099990845,62.7999992371,1646,1647,2901,2903,0,DCS_01191,DCS_01191,NULL,0
20170101,1494,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,2809868,0,C,DCS,1117007,252,02,18:35:00,DCS,1117007,201,64,19:30:00,1,7,1.61000001431,0,0,9.89999961853,325,2783949,0,65715-2,2930019644,2930044401,65,34.4099998474,32.7999992371,1165,1166,1033,1057,0,DCS_02895,DCS_02895,NULL,0
20170101,1588,2016-12-30 00:00:00.0,2016-12-31 00:00:00.0,557951,0,1,NULL,NULL,252,02,NULL,DCS,1176202,333,20,00:23:00,1,0,0.699999988079,0,0,6.75,614,2781531,0,21871-2,NULL,2930096939,21,NULL,8.55000019073,NULL,7,NULL,1874,0,NULL,DCS_01731,NULL,0
20170101,1747,2016-12-29 00:00:00.0,2016-12-29 00:00:00.0,4254782,0,C,DCS,1117049,511,31,20:46:00,DCS,1116675,1861,05,21:15:00,1,0,5.69000005722,0,0,6.40000009537,505,2782564,0,34770-2,2929408427,2930088560,34,29.8999996185,5.61000013351,99,106,967,2963,0,DCS_01663,DCS_01191,NULL,0
20170101,2256,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,3919321,0,C,DCS,1117316,213,05,15:15:00,DCS,1117316,507,63,15:47:00,1,0,6.96999979019,0,0,7.84999990463,495,2784057,0,67481-2,2930095860,2930095271,67,100.519996643,93.5500030518,300,301,2845,2854,0,DCS_01155,DCS_01155,NULL,0
20170101,2338,2016-12-29 00:00:00.0,2016-12-29 00:00:00.0,4221378,0,C,DCS,1117072,252,02,23:34:00,DCS,1117071,318,74,23:05:00,1,7,0.360000014305,0,0,10.1499996185,389,2784378,4,71831-2,2929394041,2930079969,71,21.8299999237,20.75,796,801,2865,1588,0,DCS_01253,DCS_02959,NULL,0
20170101,3204,2016-12-31 00:00:00.0,2016-12-31 00:00:00.0,4746616,0,C,FTP,132F15,47,911,13:13:00,FTP,132F7B,55,021,14:11:00,1,0,5.11999988556,2,2,8.35000038147,0,0,0,NULL,2930182442,2930221008,NULL,6.01000022888,0.889999985695,311,314,3963,229,0,FTP_00259,FTP_00304,1308771,0
20170101,3471,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,3768945,0,C,FTP,132986,55,021,18:46:00,FTP,13FAA6,14,121,23:49:00,1,0,3.74000000954,0,0,7.90000009537,0,0,2,NULL,2929856848,2930045538,NULL,23.5400009155,2.59999990463,134,137,1304,2401,0,FTP_00324,FTP_00499,NULL,0
20170101,3498,2016-12-31 00:00:00.0,2016-12-31 00:00:00.0,4145878,0,C,DCS,1117103,3527,92,08:58:00,DCS,1117103,4007,07,09:27:00,1,0,4.80999994278,2,2,8.0,421,2784820,0,92220-4,2930249373,2930253885,92,35.5,30.6900005341,1182,1183,1624,1642,0,DCS_02991,DCS_02991,1248711,0
20170101,3533,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4212091,0,C,DCS,1116965,378,18,18:27:00,DCS,1116965,2729,20,18:58:00,1,0,8.52000045776,0,0,10.4499998093,493,2782961,4,40670-2,2930086449,2930092560,40,17.0,8.47999954224,60,61,1676,1685,0,DCS_01153,DCS_01153,NULL,0
20170101,3798,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,2125679,0,C,DCS,1117132,213,05,16:43:00,DCS,1117132,823,91,17:16:00,1,0,7.11000013351,0,0,8.0,579,2784924,0,92573-2,2930050248,2930025590,92,49.9199981689,42.8100013733,3517,3518,4036,4043,0,DCS_01636,DCS_01636,NULL,0
20170101,4198,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,3128371,0,C,DCS,1117118,252,02,20:54:00,DCS,1117118,341,18,21:52:00,1,9,1.46000003815,0,0,12.1000003815,436,2780489,0,16841-2,2930092970,2930049348,16,101.629997253,100.169998169,2852,2853,1356,1376,0,DCS_03006,DCS_03006,NULL,0
20170101,4252,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,3235951,0,C,DCS,1117655,337,13,15:22:00,DCS,1117655,332,209,16:04:00,1,5,0.569999992847,0,0,6.59999990463,920,2783116,0,46590-2,2930039583,2930028179,46,82.4700012207,81.9000015259,1869,1870,3349,3370,0,DCS_01352,DCS_01352,NULL,0
20170101,4361,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,174175,0,C,DCS,1116945,332,209,16:10:00,DCS,1116945,2768,05,16:36:00,1,0,6.96999979019,0,0,7.84999990463,434,2780984,0,19540-2,2930085661,2930055979,19,26.7700004578,19.7999992371,2398,2399,2273,2279,0,DCS_03004,DCS_03004,NULL,0
20170101,4365,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4756836,0,C,FTP,13301E,58,931,21:56:00,FTP,130063,46,941,22:09:00,1,0,4.71000003815,0,0,5.30000019073,0,0,0,NULL,2930051458,2930050825,NULL,70.7699966431,66.0599975586,325,326,3639,573,0,FTP_10659,FTP_10664,NULL,0
20170101,4483,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,284397,0,C,DCS,1117395,252,02,20:13:00,DCS,1117395,496,34,21:16:00,1,8,0.77999997139,0,0,10.3000001907,452,2782264,0,31781-2,2930093770,2930091905,31,147.669998169,146.88999939,2498,2499,3191,3226,0,DCS_01122,DCS_01122,NULL,0
20170101,4631,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4558178,0,C,DCS,1117117,421,33,21:34:00,DCS,1117117,252,02,22:31:00,1,0,8.13000011444,0,0,9.14999961853,435,2782272,0,31800-2,2930090254,2930056554,31,11.7399997711,3.6099998951,978,979,1677,1689,0,DCS_03005,DCS_03005,NULL,0
20170101,4646,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,313816,0,C,DCS,1117111,219,05,16:09:00,DCS,1117111,2093,93,17:13:00,1,0,8.65999984741,0,0,9.75,429,2784914,0,92541-2,2930018495,2930053425,92,45.4399986267,36.7799987793,374,375,1878,1913,0,DCS_02999,DCS_02999,NULL,0
20170101,5152,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4423079,0,C,DCS,1116860,252,02,21:43:00,DCS,1116860,333,20,22:26:00,1,5,0.270000010729,0,0,6.75,555,2781497,0,21811-2,2930079733,2930120354,21,61.0499992371,60.7799987793,1030,1031,3115,3132,0,DCS_01587,DCS_01587,NULL,0
20170101,5214,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4753225,0,C,DCS,1122542,2347,27,06:26:00,DCS,1122542,4026,26,07:04:00,1,5,0.0,0,0,6.19999980927,926,2781592,0,25200-2,2930083527,2930094466,25,41.9099998474,41.9099998474,209,210,3036,3050,0,DCS_01535,DCS_01535,NULL,0
20170101,5300,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,3122406,0,C,FTP,133026,55,021,22:05:00,FTP,132F2A,43,131,22:54:00,1,0,7.67999982834,0,0,8.64999961853,0,0,0,NULL,2929988903,2930022950,NULL,41.8300018311,34.1500015259,1743,1744,1814,561,0,FTP_00298,FTP_00052,NULL,0
20170101,5460,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,3755349,0,C,DCS,1122522,211,05,19:30:00,DCS,1122522,2952,32,20:09:00,1,0,6.96999979019,0,0,7.84999990463,567,2782766,0,36721-2,2930041171,2930026699,36,17.8500003815,10.8800001144,1129,1130,1602,1610,0,DCS_01596,DCS_01596,NULL,0
20170101,5521,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,3404656,0,C,DCS,1116824,378,18,20:29:00,DCS,1116824,511,31,21:22:00,1,0,10.7899999619,0,0,12.1499996185,425,2782973,0,40750-2,2930029386,2930043512,40,231.729995728,220.940002441,505,506,1164,1167,0,DCS_02995,DCS_02995,NULL,0
20170101,5546,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4332613,0,C,FTP,132F88,55,021,22:58:00,FTP,130059,24,081,23:39:00,1,0,6.03999996185,0,0,6.80000019073,0,0,0,NULL,2930038340,2930053867,NULL,14.1700000763,8.13000011444,212,213,567,64,0,FTP_00340,FTP_10626,NULL,0
20170101,5678,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4236436,0,C,DCS,1117475,252,02,19:42:00,DCS,1117804,4072,72,20:33:00,1,0,7.42000007629,0,0,8.35000038147,537,2784345,0,71741-2,2929930600,2930121833,71,84.1299972534,76.7099990845,463,466,759,613,0,DCS_01428,DCS_01420,NULL,0
20170101,5792,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,3231697,0,C,DCS,1117039,211,05,21:01:00,DCS,1117039,2952,32,21:34:00,1,0,6.96999979019,0,0,7.84999990463,357,2782780,0,36771-2,2930081042,2930089836,36,85.4100036621,78.4400024414,1301,1302,2656,2670,0,DCS_02927,DCS_02927,NULL,0
20170101,5797,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4450407,0,C,DCS,1116801,354,94,17:20:00,DCS,1116801,4007,07,18:18:00,1,0,8.71000003815,0,0,9.80000019073,497,2784936,0,92620-2,2930056432,2930090225,92,50.5099983215,41.7999992371,280,281,3043,3062,0,DCS_01157,DCS_01157,NULL,0
20170101,5873,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,4098198,0,C,DCS,1117403,252,02,20:47:00,DCS,1117403,1384,32,21:37:00,1,0,7.55000019073,0,0,8.5,460,2782276,0,31805-2,2930097782,2930052350,31,26.5300006866,18.9799995422,1013,1014,2019,2059,0,DCS_01130,DCS_01130,NULL,0
20170101,5913,2016-12-30 00:00:00.0,2016-12-30 00:00:00.0,237294,0,C,DCS,1117395,252,02,20:12:00,DCS,1117395,421,33,20:59:00,1,0,8.13000011444,0,0,9.14999961853,452,2782264,0,31781-2,2930089046,2930097778,31,27.2700004578,19.1399993896,335,336,3183,3213,0,DCS_01122,DCS_01122,NULL,0
20170101,5943,2016-12-29 00:00:00.0,2016-12-29 00:00:00.0,3898793,0,C,DCS,1116913,252,02,22:52:00,DCS,1117118,341,18,21:52:00,1,0,10.75,0,0,12.1000003815,436,2780489,0,16841-2,2929516702,2930085467,16,5.30000019073,222.100006104,440,445,2590,1377,0,DCS_02841,DCS_03006,NULL,0
