rams_presto_salestran.rpt_deviceid,rams_presto_salestran.rpt_salesperiod,rams_presto_salestran.rpt_first_datetime,rams_presto_salestran.rpt_tran_number,rams_presto_salestran.rpt_tran_datetime,rams_presto_salestran.rpt_trx_type,rams_presto_salestran.rpt_ops_tsn,rams_presto_salestran.rpt_presto_location,rams_presto_salestran.rpt_device_location,rams_presto_salestran.rpt_location,rams_presto_salestran.rpt_purchase_id,rams_presto_salestran.rpt_amount,rams_presto_salestran.rpt_debitcredit,rams_presto_salestran.rpt_revenue,rams_presto_salestran.rpt_farecard,rams_presto_salestran.rpt_status,rams_presto_salestran.rpt_dat_filename,rams_presto_salestran.rpt_batchno,rams_presto_salestran.rpt_trans_type,rams_presto_salestran.rpt_pop_tcode,rams_presto_salestran.rpt_device_type,rams_presto_salestran.rpt_or_presto_loc,rams_presto_salestran.rpt_or_location,rams_presto_salestran.rpt_de_presto_loc,rams_presto_salestran.rpt_de_location,rams_presto_salestran.rpt_presto_trip,rams_presto_salestran.rpt_tripnumber,rams_presto_salestran.rpt_underpayment,rams_presto_salestran.rpt_trans_id,rams_presto_salestran.rpt_overdraft,rams_presto_salestran.rpt_line_id,rams_presto_salestran.rpt_vehicle_id,rams_presto_salestran.rpt_settlement_id,rams_presto_salestran.rpt_settlement_date,rams_presto_salestran.rpt_operation_tsn,rams_presto_salestran.rpt_pur_category,rams_presto_salestran.rpt_farecard_tsn,rams_presto_salestran.rpt_purchase_class,rams_presto_salestran.rpt_purchase_type,rams_presto_salestran.rpt_employeeid,rams_presto_salestran.rpt_ticket_ref,rams_presto_salestran.rpt_underpay_fee,rams_presto_salestran.rpt_voucherid_amt,rams_presto_salestran.rpt_voucherid_fr,rams_presto_salestran.rpt_settlement_status,rams_presto_salestran.rpt_logical_name
1116786,224,2017-01-09 00:00:00.0,1,2017-01-09 14:49:00.0,1,561,510,0,0,0,5.0,DB,Y,381077,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2793420,47582-2,0.0,2937139952,0.0,47,476,201701110063,2017-01-11 15:02:29.0,561,NULL,3186,0,0,07692,0,0,S01CLR000502034,S01CLR000502040,SENT,DCS_02674
1116977,11,2017-01-10 00:00:00.0,19,2017-01-10 17:02:00.0,13,3353,2911,0,0,16785928,0.0,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,3525,96,601,97,2794972,90680-2,0.0,2936888091,0.0,90,295,201701110138,NULL,3353,1,0,0,0,07984,13826,0,NULL,NULL,NULL,DCS_02865
1117111,225,2017-01-10 00:00:00.0,8,2017-01-10 07:00:00.0,13,3475,359,0,0,16785928,0.0,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,359,94,601,97,2794884,90220-2,0.0,2936304338,0.0,90,429,201701110138,NULL,3472,1,0,0,0,08565,19933,0,NULL,NULL,NULL,DCS_02999
1122540,91,2017-01-10 00:00:00.0,3,2017-01-10 10:54:00.0,13,2821,2092,0,0,16778753,8.0,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,3527,92,2607,07,2795152,92290-2,0.0,2936598203,0.0,92,584,201701110138,NULL,2821,1,0,0,0,07970,20366,0,NULL,NULL,NULL,DCS_01640
1116965,245,2017-01-10 00:00:00.0,1,2017-01-10 12:23:00.0,13,3374,709,0,0,16778753,6.75,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,709,97,359,94,2794899,90281-2,0.0,2936518090,0.0,90,493,201701110138,NULL,3374,1,0,0,0,02518,16950,0,NULL,NULL,NULL,DCS_01153
1116880,238,2017-01-10 00:00:00.0,3,2017-01-10 08:04:00.0,1,1604,2945,0,0,0,5.0,DB,Y,4239,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2793249,47133-2,0.0,2936395183,0.0,47,963,201701110133,2017-01-11 15:02:11.0,1604,NULL,517,0,0,15667,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01537
1117477,168,2017-01-10 00:00:00.0,6,2017-01-10 16:02:00.0,13,2542,4026,0,0,16778753,14.0,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,2384,NULL,332,209,2791689,25610-2,0.0,2936742379,0.0,25,488,201701110138,NULL,2542,1,0,0,0,08521,19934,0,NULL,NULL,NULL,DCS_01055
1116791,253,2017-01-10 00:00:00.0,3,2017-01-10 07:21:00.0,13,600,4052,0,0,16785928,0.0,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,235,52,55,021,2794750,81211-2,0.0,2936303708,0.0,81,530,201701110138,NULL,600,1,0,0,0,08583,23527,0,NULL,NULL,NULL,DCS_01249
1117825,238,2017-01-10 00:00:00.0,2,2017-01-10 15:17:00.0,13,33,511,0,0,16782853,6.09999990463,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,511,31,341,18,2792968,40471-2,0.0,2936890061,0.0,40,477,201701110138,NULL,33,1,0,0,0,08476,6257,0,NULL,NULL,NULL,DCS_02676
1117074,52,2017-01-10 00:00:00.0,1,2017-01-10 07:16:00.0,13,230,333,0,0,16778753,10.4499998093,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,333,20,341,18,2792915,40123-2,0.0,2936404407,0.0,40,392,201701110138,NULL,230,1,0,0,0,08261,15432,0,NULL,NULL,NULL,DCS_02962
1176197,9,2017-01-10 00:00:00.0,1,2017-01-10 09:28:00.0,13,3298,2940,0,0,16785928,0.0,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,709,97,359,94,2794875,90171-2,0.0,2936892555,0.0,90,609,201701110138,NULL,3298,1,0,0,0,07344,17411,0,NULL,NULL,NULL,DCS_01726
1116977,9,2017-01-10 00:00:00.0,15,2017-01-10 14:22:00.0,13,3242,2911,0,0,16785928,0.0,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,3525,96,601,97,2794951,90580-2,0.0,2936888419,0.0,90,295,201701110138,NULL,3242,1,0,0,0,07984,13780,0,NULL,NULL,NULL,DCS_02865
1116990,143,2017-01-10 00:00:00.0,8,2017-01-10 06:57:00.0,1,3366,1192,0,0,0,4.25,DB,Y,4820311,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2792428,33110-2,0.0,2936514249,0.0,33,596,201701110133,2017-01-11 15:02:11.0,3365,NULL,28,0,0,02269,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01654
1117072,193,2017-01-09 00:00:00.0,3,2017-01-09 10:33:00.0,1,1358,321,0,0,0,1.32000005245,DB,Y,88321,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2794526,71320-2,1.32000005245,2937149442,0.0,71,521,201701110063,2017-01-11 15:02:29.0,1358,NULL,249,0,0,16577,0,0,S01CLR000502034,S01CLR000502040,SENT,DCS_01253
1117660,250,2017-01-10 00:00:00.0,1,2017-01-10 07:55:00.0,1,1179,219,0,0,0,2.75,DB,Y,4820311,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2795121,92170-2,2.75,2936512522,0.0,92,523,201701110133,2017-01-11 15:02:11.0,1179,NULL,30,0,0,07665,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01254
1117316,83,2017-01-10 00:00:00.0,3,2017-01-10 11:03:00.0,1,1052,321,0,0,0,40.0,DB,Y,4891687,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2794536,71340-2,0.0,2936729191,0.0,71,495,201701110133,2017-01-11 15:02:11.0,1052,NULL,47,0,0,16578,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01155
1117152,21,2017-01-10 00:00:00.0,3,2017-01-10 13:50:00.0,1,3771,4019,0,0,0,20.0,DB,Y,3786348,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2793187,46431-2,0.0,2937017760,0.0,46,818,201701110133,2017-01-11 15:02:11.0,3771,NULL,741,0,0,08478,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_03040
1117739,80,2017-01-10 00:00:00.0,2,2017-01-10 07:13:00.0,1,3380,342,0,0,0,20.0,DB,Y,4791748,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2795324,93141-2,0.0,2936883121,0.0,93,919,201701110133,2017-01-11 15:02:11.0,3380,NULL,69,0,0,08720,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01351
1117001,87,2017-01-03 00:00:00.0,2,2017-01-03 18:17:00.0,13,360,4018,0,0,16778753,9.14999961853,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,2385,18,2817,85,2790197,15641-2,0.0,2936403960,0.0,15,312,201701110324,NULL,360,1,0,0,0,16339,14737,0,NULL,NULL,NULL,DCS_02882
1116905,51,2017-01-10 00:00:00.0,7,2017-01-10 10:34:00.0,13,546,2910,0,0,16785928,0.0,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,359,94,601,97,2794920,90430-2,0.0,2936597788,0.0,90,583,201701110138,NULL,542,1,0,0,0,07571,19296,0,NULL,NULL,NULL,DCS_01646
1116907,163,2017-01-10 00:00:00.0,2,2017-01-10 13:38:00.0,13,2559,4020,0,0,16782853,3.95000004768,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,332,209,936,05,2790958,19420-2,0.0,2937089945,0.0,19,362,201701110138,NULL,2559,1,0,0,0,07971,17612,0,NULL,NULL,NULL,DCS_02932
1117030,196,2017-01-10 00:00:00.0,1,2017-01-10 15:06:00.0,13,2256,3946,0,0,16778753,6.40000009537,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,213,05,511,31,2792563,34481-2,0.0,2937091310,0.0,34,348,201701110138,NULL,2256,1,0,0,0,07819,16776,0,NULL,NULL,NULL,DCS_02918
1116846,30,2017-01-10 00:00:00.0,1,2017-01-10 07:34:00.0,1,3484,332,0,0,0,20.0,DB,Y,4181498,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2793056,45202-2,0.0,2936587392,0.0,45,999,201701110133,2017-01-11 15:02:11.0,3484,NULL,591,0,0,08485,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01702
1116804,71,2017-01-10 00:00:00.0,1,2017-01-10 08:31:00.0,13,1068,338,0,0,16778753,7.75,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,338,14,510,18,2793258,47165-2,0.0,2936404050,0.0,47,988,201701110138,NULL,1068,1,0,0,0,08734,9963,0,NULL,NULL,NULL,DCS_01569
1117553,237,2017-01-10 00:00:00.0,1,2017-01-10 07:46:00.0,1,1591,1202,0,0,0,10.0500001907,DB,Y,3780229,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2792923,40180-2,0.0,2936393845,0.0,40,510,201701110133,2017-01-11 15:02:11.0,1590,NULL,1307,0,0,08450,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01197
1116786,228,2017-01-10 00:00:00.0,1,2017-01-10 11:09:00.0,13,1020,550,0,0,16778753,7.15000009537,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,550,60,511,31,2792946,40331-2,0.0,2936517825,0.0,40,476,201701110138,NULL,1020,1,0,0,0,07643,5996,0,NULL,NULL,NULL,DCS_02674
1117477,168,2017-01-10 00:00:00.0,5,2017-01-10 16:02:00.0,13,2539,4026,0,0,16778753,14.0,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,2384,NULL,332,209,2791689,25610-2,0.0,2936739258,0.0,25,488,201701110138,NULL,2539,1,0,0,0,08521,19933,0,NULL,NULL,NULL,DCS_01055
1117056,222,2017-01-10 00:00:00.0,2,2017-01-10 06:29:00.0,1,2776,2722,0,0,0,20.0,DB,Y,4258754,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2794293,67170-2,0.0,2936514957,0.0,67,374,201701110133,2017-01-11 15:02:11.0,2776,NULL,33,0,0,00026,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_02944
1116904,48,2017-01-10 00:00:00.0,1,2017-01-10 16:39:00.0,13,267,4018,0,0,16779778,24.2000007629,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,4018,18,252,02,2790427,16680-2,0.0,2937089261,0.0,16,707,201701110138,NULL,267,1,0,0,0,07675,3776,0,NULL,NULL,NULL,DCS_01873
1117108,254,2017-01-09 00:00:00.0,3,2017-01-09 13:13:00.0,1,1312,317,0,0,0,19.75,DB,Y,411111,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2794577,71440-2,0.0,2937132719,2.00999999046,71,547,201701110063,2017-01-11 15:02:29.0,1312,NULL,686,0,0,08447,0,0,S01CLR000502034,S01CLR000502040,SENT,DCS_01430
1117108,254,2017-01-09 00:00:00.0,4,2017-01-09 13:13:00.0,1,1312,317,0,0,0,0.25,DB,Y,411111,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,POF,NULL,DCS,0,NULL,0,NULL,2794577,71440-2,0.0,2937132719,2.00999999046,71,547,201701110063,2017-01-11 15:02:29.0,1312,NULL,686,0,0,08447,0,0,S01CLR000502034,S01CLR000502040,SENT,DCS_01430
1116928,85,2017-01-10 00:00:00.0,5,2017-01-10 11:14:00.0,13,747,551,0,0,16778753,11.8500003815,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,551,80,169,849,2790027,12311-2,0.0,2936517713,0.0,12,203,201701110138,NULL,747,1,0,0,0,16501,7536,0,NULL,NULL,NULL,DCS_01937
1117720,233,2017-01-10 00:00:00.0,2,2017-01-10 11:16:00.0,1,1362,4019,0,0,0,6.0,DB,Y,3793596,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2793682,51291-2,0.0,2936586256,0.0,51,925,201701110133,2017-01-11 15:02:11.0,1362,NULL,236,0,0,07331,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01332
1176201,218,2017-01-10 00:00:00.0,5,2017-01-10 09:27:00.0,1,3033,4058,0,0,0,20.0,DB,Y,4287645,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2792879,38360-2,0.0,2936512682,0.0,38,613,201701110133,2017-01-11 15:02:11.0,3033,NULL,422,0,0,08391,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01730
1122493,150,2017-01-10 00:00:00.0,3,2017-01-10 16:50:00.0,1,2143,4089,0,0,0,20.0,DB,Y,4670496,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2793747,51740-2,0.0,2936885998,0.0,51,992,201701110133,2017-01-11 15:02:11.0,2143,NULL,447,0,0,15714,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01573
1117001,88,2017-01-03 00:00:00.0,3,2017-01-03 19:54:00.0,13,381,2817,0,0,16778753,15.1000003815,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,2817,85,32,033,2790224,15840-2,0.0,2936403402,0.0,15,312,201701110324,NULL,381,1,0,0,0,16339,14742,0,NULL,NULL,NULL,DCS_02882
1116991,53,2017-01-10 00:00:00.0,2,2017-01-10 15:42:00.0,13,2902,4063,0,0,16779778,18.1000003815,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,281,63,252,02,2794164,65550-2,0.0,2936739748,0.0,65,309,201701110138,NULL,2902,1,0,0,0,08214,19348,0,NULL,NULL,NULL,DCS_02879
1116901,230,2017-01-10 00:00:00.0,2,2017-01-10 07:01:00.0,13,331,4091,0,0,16778753,11.25,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,564,91,511,31,2795102,92092-2,0.0,2936598476,0.0,92,453,201701110138,NULL,331,1,0,0,0,08209,17852,0,NULL,NULL,NULL,DCS_01123
1116801,39,2017-01-10 00:00:00.0,3,2017-01-10 13:10:00.0,13,697,2911,0,0,16785928,0.0,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,3522,96,359,94,2794902,90301-2,0.0,2936596995,0.0,90,497,201701110138,NULL,694,1,0,0,0,08277,11895,0,NULL,NULL,NULL,DCS_01157
1122539,245,2017-01-10 00:00:00.0,4,2017-01-10 09:28:00.0,13,1046,254,0,0,16778753,7.84999990463,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,254,32,211,05,2792388,32320-2,0.0,2936404137,0.0,32,581,201701110138,NULL,1045,1,0,0,0,03832,22654,0,NULL,NULL,NULL,DCS_01639
1117087,129,2017-01-10 00:00:00.0,3,2017-01-10 09:02:00.0,1,537,550,0,0,0,19.75,DB,Y,3544214,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2793789,52151-2,0.0,2936589042,2.95000004768,52,499,201701110133,2017-01-11 15:02:11.0,537,NULL,1011,0,0,07765,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01159
1117087,129,2017-01-10 00:00:00.0,4,2017-01-10 09:02:00.0,1,537,550,0,0,0,0.25,DB,Y,3544214,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,POF,NULL,DCS,0,NULL,0,NULL,2793789,52151-2,0.0,2936589042,2.95000004768,52,499,201701110133,2017-01-11 15:02:11.0,537,NULL,1011,0,0,07765,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01159
1117606,41,2017-01-10 00:00:00.0,2,2017-01-10 08:39:00.0,13,2052,2093,0,0,16778753,6.40000009537,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,3765,93,926,91,2795131,92220-2,0.0,2936517547,0.0,92,405,201701110138,NULL,2052,1,0,0,0,07593,12226,0,NULL,NULL,NULL,DCS_02975
1117111,226,2017-01-10 00:00:00.0,6,2017-01-10 08:10:00.0,13,3508,709,0,0,16785928,0.0,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,709,97,359,94,2794869,90141-2,0.0,2936303343,0.0,90,429,201701110138,NULL,3508,1,0,0,0,08565,19947,0,NULL,NULL,NULL,DCS_02999
1176197,8,2017-01-10 00:00:00.0,1,2017-01-10 08:34:00.0,13,3275,2910,0,0,16785928,0.0,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,359,94,601,97,2794908,90340-2,0.0,2936888275,0.0,90,609,201701110138,NULL,3275,1,0,0,0,07344,17401,0,NULL,NULL,NULL,DCS_01726
1116977,12,2017-01-10 00:00:00.0,7,2017-01-10 18:53:00.0,13,3388,359,0,0,16785928,0.0,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,3651,94,359,94,2794979,90691-2,0.0,2936889101,0.0,90,295,201701110138,NULL,3388,1,0,0,0,07984,13840,0,NULL,NULL,NULL,DCS_02865
1117477,165,2017-01-10 00:00:00.0,1,2017-01-10 07:20:00.0,1,2377,2959,0,0,0,19.75,DB,Y,529164,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2791578,25111-2,0.0,2936734820,4.65000009537,25,488,201701110133,2017-01-11 15:02:11.0,2377,NULL,699,0,0,08521,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01055
1117477,165,2017-01-10 00:00:00.0,2,2017-01-10 07:20:00.0,1,2377,2959,0,0,0,0.25,DB,Y,529164,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,POF,NULL,DCS,0,NULL,0,NULL,2791578,25111-2,0.0,2936734820,4.65000009537,25,488,201701110133,2017-01-11 15:02:11.0,2377,NULL,699,0,0,08521,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01055
1116914,229,2017-01-10 00:00:00.0,1,2017-01-10 11:57:00.0,13,1234,213,0,0,16778753,6.40000009537,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,213,05,511,31,2792545,34361-2,0.0,2936517948,0.0,34,586,201701110138,NULL,1234,1,0,0,0,07400,17615,0,NULL,NULL,NULL,DCS_01642
1176203,201,2017-01-10 00:00:00.0,2,2017-01-10 11:32:00.0,1,3913,339,0,0,0,20.0,DB,Y,4352470,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2790031,12341-2,0.0,2936514510,0.0,12,708,201701110133,2017-01-11 15:02:11.0,3913,NULL,568,0,0,07516,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_01874
1117049,143,2017-01-10 00:00:00.0,4,2017-01-10 16:20:00.0,13,3324,219,0,0,16782853,4.5,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,219,05,11,331,2792464,33601-2,0.0,2937022549,0.0,33,605,201701110138,NULL,3324,1,0,0,0,08322,23224,0,NULL,NULL,NULL,DCS_01663
1117150,210,2017-01-10 00:00:00.0,1,2017-01-10 11:53:00.0,1,3141,329,0,0,0,20.0,DB,Y,3871146,0,20170112_GOT_SALES_NEW.CSV,DCS170112073852,PEL,NULL,DCS,0,NULL,0,NULL,2793590,48390-2,0.0,2936591619,0.0,48,816,201701110133,2017-01-11 15:02:11.0,3141,NULL,700,0,0,07820,0,0,S01CLR000502153,S01CLR000502173,SENT,DCS_03038
1116904,47,2017-01-10 00:00:00.0,4,2017-01-10 14:08:00.0,13,173,550,0,0,16778753,7.15000009537,DB,Y,0,0,20170111_GOT_SALES_NEW.CSV,DCS170112073852,PTI,NULL,DCS,550,60,511,31,2792964,40451-2,0.0,2937090478,0.0,40,707,201701110138,NULL,173,1,0,0,0,07675,3767,0,NULL,NULL,NULL,DCS_01873
